merchant_id,industry_segment,settlement_frequency,monthly_txn_count,average_ticket_size,monthly_transaction_volume,chargeback_rate,fraud_alert_rate,days_since_last_chargeback,concentration_ratio,reserve_coverage_ratio,prior_default_flag,gross_exposure,net_exposure,synthetic_pd_signal,risk_label
M00768,grocery,twice_weekly,1972,33.88,66806.5,0.00052,0.0009,19,0.0924,1.1518,0,8814.83,6313.63,0.0084,0
M00769,grocery,weekly,1910,52.41,100098.01,0.00195,0.00168,12,0.126,0.6587,0,14027.82,14031.93,0.0483,0
M00770,digital_services,daily,992,93.5,92748.41,0.0065,0.00495,68,0.1893,0.5321,0,14374.67,12867.13,0.6479,1
M00771,retail,weekly,3440,109.2,375639.03,0.00448,0.00717,58,0.0447,0.7106,0,56415.37,55100.86,0.4679,0
M00772,digital_services,twice_weekly,3020,91.56,276512.71,0.02962,0.02393,143,0.448,0.6982,0,27001.38,24483.13,1.0,1
M00773,digital_services,twice_weekly,1360,56.94,77443.92,0.02845,0.04104,15,0.2198,0.7596,0,10657.91,9389.46,1.0,1
M00774,restaurants,twice_weekly,1329,47.6,63262.51,0.00357,0.00372,2,0.2466,0.8096,0,10723.05,9221.63,0.1734,0
M00775,grocery,twice_weekly,5104,33.96,173350.74,0.0026,0.00355,16,0.3818,0.7268,0,22498.61,20130.73,0.1516,1
M00776,restaurants,twice_weekly,1286,40.74,52391.79,0.00548,0.00426,128,0.049,0.6642,0,4783.65,4405.99,0.3209,1
M00777,digital_services,daily,1125,60.11,67624.36,0.02313,0.01688,98,0.0907,0.5874,0,5550.5,4850.42,1.0,1
M00778,fuel,daily,4971,35.91,178518.88,0.00201,0.00168,50,0.1697,0.8647,0,19392.7,14875.9,0.0379,0
M00779,restaurants,daily,3625,64.13,232461.65,0.00358,0.00604,42,0.2376,0.7577,0,36534.21,29530.53,0.3222,1
M00780,restaurants,daily,4546,35.82,162841.29,0.00371,0.006,83,0.1318,0.4125,0,20382.65,19183.99,0.4069,0
M00781,retail,twice_weekly,1928,62.05,119640.84,0.00273,0.00409,4,0.1051,0.6516,0,15467.45,14328.13,0.1434,0
M00782,healthcare,daily,2945,99.67,293519.44,0.00293,0.00388,24,0.0453,0.7909,0,52098.32,41444.76,0.1126,0
M00783,travel,daily,988,301.92,298294.98,0.00465,0.00542,83,0.2819,0.6227,0,21340.77,18358.95,0.5129,1
M00784,digital_services,daily,1396,121.71,169913.34,0.01193,0.01215,18,0.4293,0.9168,0,21757.01,16253.55,0.9947,1
M00785,electronics,daily,1834,259.6,476101.77,0.00588,0.01021,128,0.0944,0.831,0,44223.56,34496.97,0.8071,1
M00786,retail,twice_weekly,1818,95.1,172894.45,0.00221,0.00295,115,0.056,1.0347,0,21877.94,16745.74,0.0411,0
M00787,restaurants,twice_weekly,1567,29.66,46479.0,0.00381,0.00669,197,0.1749,0.6421,0,4132.22,3844.27,0.3869,1
M00788,retail,daily,299,71.89,21494.26,0.00923,0.01375,152,0.1944,0.9288,0,1314.32,975.79,0.9786,1
M00789,restaurants,daily,3043,38.6,117464.14,0.00435,0.00548,166,0.2342,0.8343,0,20146.93,15690.65,0.3184,0
M00790,digital_services,daily,612,97.37,59588.35,0.00826,0.01037,164,0.0806,0.9178,0,6036.63,4507.33,0.9079,1
M00791,fuel,daily,484,68.85,33324.69,0.00319,0.00341,104,0.2905,0.5842,0,3429.65,3001.19,0.1777,0
M00792,travel,twice_weekly,881,392.43,345730.34,0.02115,0.01607,39,0.1421,0.7324,0,37411.98,33385.48,1.0,1
M00793,retail,daily,1269,79.93,101426.03,0.0048,0.00505,14,0.2152,0.6772,0,7310.19,6135.26,0.3906,0
M00794,grocery,daily,3322,14.63,48615.96,0.00313,0.00527,84,0.0526,0.9699,0,4686.1,3404.93,0.1162,0
M00795,grocery,daily,2179,53.98,117621.77,0.00088,0.00102,78,0.0923,0.9179,0,8266.45,6171.86,0.0143,0
M00796,retail,weekly,4022,117.99,474573.67,0.00557,0.0074,15,0.0961,0.996,0,64601.9,54706.66,0.5312,0
M00797,grocery,twice_weekly,2325,43.63,101436.22,0.00213,0.00216,43,0.3376,0.8583,0,6511.61,5466.58,0.0587,0
M00798,fuel,daily,611,73.22,44736.52,0.00303,0.00288,40,0.2445,1.1121,0,6435.56,4323.6,0.0632,0
M00799,marketplace,daily,2504,68.22,170822.61,0.00813,0.01083,41,0.02,0.9809,0,29082.35,21007.46,0.8996,1
M00800,marketplace,daily,4524,93.85,424560.82,0.00983,0.01081,3,0.1234,0.7725,0,75967.18,60970.25,0.976,1
M00801,marketplace,weekly,605,93.98,56860.79,0.00288,0.00269,1,0.0259,0.5725,0,8853.92,9203.64,0.1112,0
M00802,retail,daily,1305,72.63,94787.59,0.01257,0.0177,25,0.0927,0.8539,0,13457.47,10378.98,0.9986,1
M00803,healthcare,daily,700,149.08,104359.32,0.00533,0.00679,54,0.0678,0.8328,0,15657.85,12203.27,0.4429,0
M00804,digital_services,weekly,3182,125.0,397739.92,0.01546,0.02598,115,0.4662,0.8938,0,58758.9,52489.55,1.0,1
M00805,grocery,twice_weekly,1587,42.48,67412.58,0.00208,0.00347,6,0.1622,0.7066,0,7365.89,6653.23,0.0847,0
M00806,fuel,daily,1363,61.59,83948.06,0.00279,0.00349,131,0.2758,0.8014,0,5378.6,4256.88,0.1135,0
M00807,marketplace,daily,227,77.18,17519.61,0.01399,0.02169,63,0.1411,0.6964,0,3107.15,2584.82,0.9999,1
M00808,fuel,daily,3311,52.36,173363.15,0.00248,0.00346,100,0.1914,0.7697,0,23917.46,19221.4,0.0954,0
M00809,gaming,twice_weekly,1914,125.12,239479.45,0.02192,0.02212,24,0.1018,0.9238,0,37004.55,30047.54,1.0,1
M00810,electronics,daily,1272,277.66,353187.96,0.0134,0.01851,22,0.1908,0.9686,0,21239.63,15443.27,0.9994,1
M00811,grocery,weekly,1642,45.54,74782.59,0.00075,0.00102,1,0.1271,0.6572,0,12199.0,12210.71,0.0239,0
M00812,grocery,weekly,683,48.65,33224.67,0.0012,0.00171,87,0.2774,0.7059,0,5833.98,5710.48,0.0392,0
M00813,electronics,daily,558,320.3,178728.57,0.01152,0.01767,34,0.2933,0.8514,0,11820.42,9127.94,0.9986,1
M00814,digital_services,twice_weekly,2347,91.07,213743.84,0.01103,0.00849,8,0.3178,0.7773,0,20267.82,17704.54,0.9759,1
M00815,grocery,daily,3303,52.59,173715.95,0.00248,0.00435,148,0.1482,0.9574,0,22531.01,16479.2,0.0853,0
M00816,healthcare,daily,1140,127.12,144914.12,0.00032,0.0003,128,0.1527,0.6922,0,25064.21,20891.19,0.0155,0
M00817,healthcare,twice_weekly,1523,168.0,255863.44,0.0019,0.00282,28,0.1321,0.7623,0,40138.62,35315.24,0.0629,0
M00818,gaming,daily,1782,94.11,167707.7,0.01448,0.02058,5,0.2792,0.7619,0,10576.96,8532.22,0.9999,1
M00819,digital_services,daily,1176,107.38,126281.33,0.01271,0.01738,365,0.1089,0.5306,0,12691.36,11368.04,0.9993,1
M00820,retail,daily,510,90.28,46041.37,0.01055,0.00891,15,0.149,0.7126,0,7894.31,6517.78,0.961,1
M00821,grocery,daily,3556,44.37,157796.96,0.00026,0.00046,201,0.1874,1.0851,0,11170.59,7621.01,0.0083,0
M00822,digital_services,daily,533,55.11,29376.03,0.01447,0.01663,36,0.0626,0.8756,0,2581.1,1969.15,0.9992,1
M00823,retail,twice_weekly,4070,73.43,298850.05,0.00456,0.00647,84,0.253,0.8328,0,47487.94,40375.67,0.4511,0
M00824,marketplace,twice_weekly,2828,77.48,219122.43,0.01565,0.02737,171,0.5318,0.7308,0,17863.13,15952.7,1.0,1
M00825,restaurants,twice_weekly,472,26.63,12571.29,0.00376,0.00395,60,0.0976,0.7119,0,1399.82,1261.22,0.1645,0
M00826,grocery,weekly,1496,42.26,63214.13,0.00184,0.00321,215,0.4095,0.8709,1,4454.54,4025.79,0.2029,0
M00827,digital_services,daily,759,53.32,40470.73,0.0194,0.0282,33,0.1888,0.5178,0,2438.64,2196.36,1.0,1
M00828,retail,weekly,2169,108.14,234550.72,0.00675,0.00773,21,0.3291,0.5974,1,21017.72,21610.42,0.9413,1
M00829,healthcare,daily,694,102.58,71189.15,0.00216,0.00204,37,0.2176,0.7491,0,9122.66,7403.76,0.058,0
M00830,retail,daily,3509,120.16,421636.65,0.00807,0.01061,108,0.4378,0.7145,0,52437.96,43257.58,0.9624,1
M00831,digital_services,weekly,453,95.73,43366.48,0.00672,0.01194,55,0.1613,0.7405,0,5614.75,5407.38,0.9263,1
M00832,digital_services,daily,3384,75.02,253857.74,0.00962,0.00788,135,0.04,0.9588,0,35360.2,25843.71,0.8864,1
M00833,retail,daily,803,81.94,65798.13,0.00354,0.00555,40,0.2859,0.8982,0,8103.78,6111.74,0.2447,1
M00834,marketplace,daily,1394,82.56,115084.84,0.01532,0.02751,134,0.045,0.5197,0,20705.41,18632.91,1.0,1
M00835,marketplace,daily,843,58.01,48898.6,0.00445,0.0046,165,0.1545,0.7337,0,5815.39,4754.27,0.2929,1
M00836,digital_services,daily,1003,117.62,117974.75,0.01486,0.01799,29,0.0878,0.6527,0,13075.73,11097.57,0.9997,1
M00837,restaurants,daily,2056,66.35,136422.86,0.00467,0.00544,36,0.2753,0.6537,0,21772.66,18469.91,0.4389,1
M00838,electronics,weekly,740,284.59,210599.69,0.01129,0.01355,16,0.5328,0.9529,0,17900.3,15509.13,0.9959,1
M00839,travel,daily,806,479.35,386358.8,0.01901,0.0245,49,0.1538,0.7398,0,24685.3,20122.99,1.0,1
M00840,gaming,daily,2218,110.87,245914.65,0.01984,0.03511,13,0.0298,1.0529,0,35300.42,24520.87,1.0,1
M00841,grocery,daily,1693,49.26,83399.7,0.00241,0.00378,79,0.1215,0.5723,0,7965.14,7006.77,0.1139,0
M00842,restaurants,weekly,1542,42.11,64933.23,0.00235,0.0037,53,0.1946,0.7254,0,5448.77,5285.0,0.1028,0
M00843,gaming,daily,4272,143.32,612273.93,0.04137,0.03681,39,0.2102,0.4894,0,43441.53,39599.94,1.0,1
M00844,retail,daily,3118,111.84,348709.91,0.00743,0.00615,260,0.159,0.8104,0,61085.59,48134.24,0.7098,1
M00845,grocery,daily,473,14.75,6974.82,0.00169,0.00134,19,0.1423,0.7249,0,759.39,623.4,0.0339,0
M00846,healthcare,twice_weekly,3077,104.34,321053.79,0.00359,0.00521,4,0.1261,0.6468,0,24585.05,22823.39,0.269,0
M00847,retail,twice_weekly,670,64.27,43061.7,0.00741,0.00744,90,0.1199,0.6456,0,3541.69,3289.68,0.7879,1
M00848,marketplace,twice_weekly,653,64.46,42092.88,0.01308,0.01964,86,0.0864,0.7843,1,5064.0,4408.65,0.9998,1
M00849,fuel,twice_weekly,1351,72.46,97887.48,0.00363,0.00519,350,0.1167,0.8001,0,10965.23,9473.42,0.1979,0
M00850,electronics,daily,2518,266.08,669999.28,0.02165,0.03684,96,0.1123,1.0347,0,79976.52,56113.33,1.0,1
M00851,fuel,daily,2667,64.03,170759.04,0.00313,0.00519,124,0.1482,0.9146,0,13794.42,10316.71,0.1485,0
M00852,fuel,daily,3796,71.85,272748.71,0.00363,0.0031,110,0.3076,0.9793,0,17787.63,12860.07,0.1196,0
M00853,restaurants,daily,1144,38.01,43481.48,0.00287,0.00459,178,0.4867,0.8045,0,6176.02,4880.77,0.2224,1
M00854,healthcare,daily,418,155.44,64972.4,0.0025,0.00304,68,0.5509,0.6947,0,6120.8,5095.78,0.1624,0
M00855,fuel,daily,1220,45.35,55321.24,0.00387,0.00339,16,0.1474,0.999,0,9128.63,6530.4,0.1096,0
M00856,travel,daily,1115,146.65,163512.91,0.02382,0.04174,190,0.251,0.5646,0,21441.35,18924.67,1.0,1
M00857,marketplace,daily,680,75.86,51582.36,0.00889,0.00819,8,0.6119,0.744,0,4696.32,3820.68,0.9582,1
M00858,healthcare,daily,968,154.93,149967.65,0.00438,0.00466,9,0.3595,0.7806,0,9164.5,7326.74,0.3341,0
M00859,retail,twice_weekly,1004,69.78,70061.16,0.00474,0.00852,57,0.2313,0.7913,0,10610.3,9206.12,0.6093,1
M00860,gaming,twice_weekly,1238,102.91,127401.52,0.03947,0.04122,32,0.2747,0.6783,0,11885.94,10877.01,1.0,1
M00861,restaurants,daily,1065,43.9,46756.16,0.00465,0.00656,40,0.2424,0.6447,0,7629.33,6498.64,0.5007,1
M00862,marketplace,daily,3278,55.63,182370.85,0.01687,0.01872,18,0.1374,0.4786,0,16989.8,15558.52,0.9999,1
M00863,restaurants,twice_weekly,330,48.19,15902.62,0.00165,0.00279,16,0.1794,0.7409,0,2411.18,2143.11,0.058,0
M00864,digital_services,twice_weekly,1149,96.34,110690.71,0.01098,0.01915,88,0.3512,0.6484,0,13036.1,12093.28,0.9993,1
M00865,grocery,daily,1366,43.66,59639.79,0.00382,0.00276,58,0.154,0.9734,0,10155.19,7364.93,0.0888,0
M00866,healthcare,daily,1325,121.26,160673.66,0.00248,0.00235,28,0.3194,1.052,0,24422.11,16972.65,0.0579,0
M00867,healthcare,twice_weekly,545,126.86,69139.88,0.00204,0.00303,16,0.2905,0.8219,0,4640.76,3966.91,0.0772,0
M00868,restaurants,twice_weekly,1441,57.85,83366.33,0.00622,0.00681,124,0.2604,0.6033,0,13277.87,12569.22,0.7133,1
M00869,grocery,daily,800,48.18,38546.61,0.00157,0.00252,52,0.3339,0.5391,0,4049.63,3614.12,0.0822,0
M00870,fuel,daily,1000,73.64,73637.84,0.00242,0.00199,13,0.1891,0.8235,0,5574.78,4364.86,0.0553,0
M00871,restaurants,weekly,3195,54.19,173131.48,0.00457,0.00427,41,0.2611,0.73,0,23099.94,22356.93,0.3091,0
M00872,grocery,daily,1894,15.87,30057.55,0.00148,0.00242,33,0.1211,0.7985,0,2073.65,1643.53,0.0364,0
M00873,electronics,weekly,828,278.41,230523.43,0.01911,0.03227,193,0.2463,0.6988,0,27653.83,27157.6,1.0,1
M00874,retail,daily,1784,79.37,141594.52,0.00212,0.0022,10,0.0699,0.5616,0,12089.73,10684.48,0.0684,0
M00875,marketplace,daily,1422,74.02,105254.31,0.01072,0.01172,88,0.3565,0.7061,0,7000.38,5797.29,0.9903,1
M00876,healthcare,daily,690,151.27,104376.38,0.00348,0.00591,72,0.2751,0.792,0,6430.08,5112.43,0.2818,0
M00877,retail,daily,357,77.53,27676.48,0.00371,0.00668,38,0.1202,0.7211,0,2899.36,2384.37,0.3288,0
M00878,retail,weekly,2880,97.5,280799.24,0.00929,0.00989,52,0.2455,0.4929,0,17717.47,19059.4,0.9699,1
M00879,digital_services,daily,4521,82.62,373542.41,0.02392,0.03412,7,0.1038,0.5678,0,43148.29,38031.5,1.0,1
M00880,digital_services,weekly,977,96.58,94356.68,0.02332,0.02305,29,0.1412,0.7063,1,11992.81,11736.44,1.0,1
M00881,retail,daily,3004,107.19,321985.57,0.00656,0.0076,81,0.1849,0.7474,0,30504.35,24777.71,0.7355,0
M00882,digital_services,weekly,875,103.25,90342.67,0.01539,0.02454,29,0.4932,0.8542,0,6369.94,5805.15,1.0,1
M00883,electronics,weekly,3423,246.51,843797.3,0.01453,0.01201,14,0.0247,0.5956,0,87966.08,90516.56,0.9984,1
M00884,travel,daily,1013,188.64,191092.47,0.01866,0.03126,22,0.2618,0.6364,0,23160.64,19802.05,1.0,1
M00885,fuel,daily,1011,65.14,65852.41,0.00368,0.00318,66,0.02,0.753,0,4574.07,3705.39,0.1054,1
M00886,retail,twice_weekly,1065,43.8,46642.51,0.00485,0.00519,4,0.2804,0.647,0,3417.98,3172.71,0.4494,1
M00887,retail,daily,1011,80.99,81879.49,0.00592,0.00657,180,0.3401,0.8741,0,6813.04,5201.45,0.5981,0
M00888,grocery,weekly,2728,56.46,154027.21,0.00247,0.0035,261,0.6771,1.0528,0,22653.69,18598.62,0.1371,0
M00889,fuel,daily,1233,69.76,86012.69,0.00203,0.00272,28,0.0603,0.6412,0,12131.78,10350.17,0.0615,0
M00890,marketplace,daily,548,63.57,34836.51,0.01267,0.02074,41,0.1745,0.6834,0,4956.33,4148.0,0.9997,1
M00891,retail,daily,1736,117.41,203831.92,0.00441,0.00785,18,0.2286,0.9098,0,27187.52,20383.1,0.4941,0
M00892,electronics,twice_weekly,1266,229.56,290629.26,0.01513,0.01993,9,0.0424,0.7944,0,38024.4,32942.06,0.9998,1
M00893,retail,weekly,614,46.76,28707.84,0.00895,0.0105,139,0.2814,0.6696,0,3875.03,3856.98,0.9622,1
M00894,grocery,daily,1118,31.34,35040.92,0.00117,0.00203,365,0.3797,0.8198,0,4884.38,3831.29,0.0425,0
M00895,restaurants,twice_weekly,957,45.55,43592.32,0.00252,0.00374,72,0.2898,0.7293,0,7146.83,6387.19,0.1292,0
M00896,healthcare,weekly,1268,154.41,195797.43,0.00198,0.00329,12,0.2157,0.8728,0,14193.93,12815.67,0.0695,0
M00897,retail,daily,947,94.78,89757.47,0.00779,0.00591,316,0.2055,0.7676,1,14048.05,11301.23,0.8892,1
M00898,fuel,daily,572,45.23,25869.67,0.00509,0.00622,41,0.2201,0.6669,0,4535.1,3824.26,0.4916,0
M00899,fuel,twice_weekly,475,51.66,24537.44,0.00363,0.00377,38,0.3426,0.8294,0,3493.43,2975.12,0.1803,0
M00900,gaming,twice_weekly,366,95.44,34930.39,0.02086,0.02216,50,0.2039,0.746,0,3917.69,3473.73,1.0,1
M00901,travel,daily,1452,338.17,491028.32,0.00631,0.00628,13,0.382,0.5511,0,55441.74,49221.89,0.8241,1
M00902,retail,weekly,1284,67.86,87131.07,0.00675,0.00576,69,0.1836,0.6521,0,15624.21,15675.66,0.6519,0
M00903,grocery,daily,1097,39.3,43108.2,0.00237,0.00399,75,0.3853,0.6932,0,6988.94,5822.54,0.1502,1
M00904,gaming,weekly,480,83.98,40312.4,0.00678,0.01204,213,0.1081,0.5667,0,6417.56,6688.13,0.9515,0
M00905,electronics,weekly,1760,261.1,459529.18,0.01534,0.01352,195,0.382,0.8909,0,60582.33,54200.46,0.9993,1
M00906,marketplace,twice_weekly,1595,74.75,119231.67,0.00987,0.01275,3,0.1938,1.0734,0,17869.44,13387.59,0.9781,1
M00907,gaming,daily,810,135.66,109885.76,0.02926,0.02544,16,0.0556,0.8061,0,12054.88,9518.99,1.0,1
M00908,grocery,daily,785,34.46,27052.65,0.00236,0.00171,38,0.13,0.944,0,4728.93,3483.08,0.0346,0
M00909,retail,daily,659,97.31,64125.91,0.00294,0.00413,1,0.1425,0.9659,0,9737.87,7090.61,0.1054,0
M00910,retail,daily,1764,36.56,64499.25,0.00081,0.0006,213,0.1501,0.7626,0,9643.21,7776.32,0.0186,0
M00911,restaurants,twice_weekly,748,38.81,29029.47,0.0014,0.00213,6,0.0837,0.6154,0,1880.61,1770.63,0.0445,0
M00912,healthcare,daily,788,89.27,70345.55,0.00228,0.00256,30,0.1423,0.715,0,11211.13,9246.24,0.0675,0
M00913,healthcare,daily,1649,177.38,292499.32,0.00533,0.00457,1,0.3296,0.8614,0,23513.19,18066.75,0.3983,0
M00914,electronics,daily,4602,293.4,1350211.02,0.01562,0.01795,25,0.2043,0.7111,0,149567.22,123576.02,0.9999,1
M00915,electronics,daily,1143,260.11,297308.0,0.02334,0.0237,59,0.1859,0.8073,0,44370.82,35017.72,1.0,1
M00916,electronics,daily,1576,168.15,265011.62,0.02008,0.02026,0,0.1471,0.7753,0,29805.39,23888.75,1.0,1
M00917,grocery,twice_weekly,973,51.39,49998.81,0.00108,0.00169,17,0.1492,0.86,0,4620.05,3875.25,0.0241,0
M00918,grocery,twice_weekly,379,44.89,17013.34,0.00261,0.00277,3,0.2545,0.7618,0,1565.8,1377.97,0.0912,0
M00919,retail,daily,1641,109.64,179912.9,0.00868,0.0078,28,0.078,1.0617,0,29655.92,20499.4,0.7941,1
M00920,digital_services,weekly,1298,64.38,83563.29,0.02964,0.03734,33,0.2778,0.6984,0,5588.53,5489.13,1.0,1
M00921,grocery,weekly,2197,52.27,114829.87,0.00411,0.00619,105,0.0858,0.8167,0,15254.27,14162.06,0.2799,0
M00922,restaurants,daily,357,48.98,17486.08,0.0005,0.00052,3,0.0505,0.9535,0,1335.37,978.69,0.0101,0
M00923,digital_services,twice_weekly,1081,101.25,109446.35,0.0247,0.02155,8,0.4715,0.8156,0,15157.45,12996.97,1.0,1
M00924,digital_services,daily,687,62.85,43181.09,0.01241,0.00982,82,0.2366,0.5841,0,6852.48,5996.75,0.9918,1
M00925,fuel,daily,4511,51.94,234322.42,0.00254,0.00245,37,0.18,0.926,0,19269.22,14326.38,0.0557,0
M00926,retail,daily,425,111.3,47302.42,0.00542,0.00421,3,0.0552,0.6225,0,6558.49,5642.39,0.3515,0
M00927,fuel,daily,2687,63.21,169836.25,0.00257,0.00281,82,0.5328,0.6922,0,17170.69,14311.9,0.1547,0
M00928,restaurants,weekly,671,26.33,17669.05,0.00669,0.00894,3,0.4003,0.8748,0,2057.3,1855.63,0.8395,1
M00929,digital_services,weekly,1505,80.75,121528.95,0.02223,0.02381,45,0.3124,0.756,0,15478.3,14797.27,1.0,1
M00930,marketplace,weekly,302,75.0,22649.95,0.01122,0.01024,5,0.1826,0.8379,0,2078.09,1909.25,0.9804,1
M00931,retail,daily,1176,108.62,127735.21,0.00625,0.01064,6,0.0793,1.0469,0,21592.13,15048.26,0.7713,1
M00932,retail,daily,1086,101.56,110289.92,0.00906,0.01017,24,0.5905,0.5468,0,17784.45,15818.71,0.9823,1
M00933,retail,weekly,2521,85.95,216689.97,0.00604,0.00637,60,0.3485,0.9173,0,16876.28,14895.76,0.5922,1
M00934,restaurants,daily,1341,67.16,90059.65,0.00449,0.00315,6,0.2141,0.8062,0,11180.5,8828.18,0.1989,1
M00935,restaurants,daily,4344,49.75,216130.94,0.00869,0.01449,33,0.2228,0.8734,0,13500.97,10311.34,0.9818,1
M00936,fuel,daily,1092,76.2,83206.83,0.00363,0.00553,23,0.277,0.9074,0,13980.9,10494.53,0.2436,0
M00937,electronics,daily,826,211.53,174720.49,0.01132,0.00851,45,0.1071,0.8421,0,11078.92,8595.08,0.9622,1
M00938,grocery,daily,1602,39.7,63595.39,0.00307,0.00485,106,0.4661,0.7025,0,5695.38,4724.46,0.2664,0
M00939,healthcare,daily,454,117.79,53474.41,0.00479,0.00838,8,0.2171,1.0578,0,6698.32,4640.35,0.4941,0
M00940,grocery,twice_weekly,1455,50.03,72799.2,0.00182,0.00305,4,0.2603,0.8754,0,5933.91,4938.9,0.0615,0
M00941,retail,daily,2296,53.17,122070.13,0.0002,0.00023,52,0.2061,1.012,0,13334.33,9472.29,0.0095,0
M00942,restaurants,daily,2154,57.47,123794.81,0.00614,0.00652,109,0.229,0.6583,0,17244.33,14598.09,0.6563,1
M00943,fuel,daily,1673,54.97,91960.17,0.00252,0.0024,266,0.2041,0.8408,0,8778.34,6814.46,0.0625,0
M00944,travel,daily,8759,297.01,2601473.67,0.02093,0.03177,0,0.359,0.3865,0,325923.61,310020.82,1.0,1
M00945,travel,weekly,899,395.18,355264.35,0.01394,0.01087,13,0.2816,1.021,0,62366.31,52102.4,0.996,1
M00946,retail,daily,3048,104.23,317681.78,0.00637,0.00901,16,0.0415,0.6856,0,42306.82,35370.2,0.7885,1
M00947,marketplace,twice_weekly,1002,70.79,70930.97,0.00909,0.01135,71,0.0318,0.7015,0,7369.45,6671.94,0.9609,1
M00948,restaurants,twice_weekly,1250,34.58,43221.45,0.00677,0.00583,13,0.2109,0.7704,0,4171.72,3656.25,0.6247,1
M00949,healthcare,daily,789,119.45,94248.06,0.00187,0.00164,266,0.093,0.9007,0,15693.98,11820.93,0.0292,1
M00950,retail,weekly,1559,72.54,113084.43,0.00467,0.00778,22,0.02,1.0189,0,13164.21,11010.48,0.3717,1
M00951,gaming,twice_weekly,2687,98.27,264059.3,0.04468,0.05731,13,0.18,0.8848,0,26467.07,21925.3,1.0,1
M00952,retail,daily,192,107.83,20703.52,0.00468,0.00619,10,0.1912,0.8922,0,1368.43,1035.21,0.3699,0
M00953,retail,daily,1092,65.61,71642.97,0.00483,0.00464,33,0.2126,0.8801,0,7845.94,5972.01,0.2833,1
M00954,fuel,daily,722,54.14,39086.25,0.00095,0.00103,9,0.103,0.9349,0,6167.42,4564.36,0.0157,0
M00955,electronics,weekly,5358,370.78,1986664.59,0.01475,0.02481,6,0.113,0.6272,0,153633.54,155876.83,1.0,1
M00956,healthcare,twice_weekly,1737,138.58,240705.38,0.00286,0.00251,70,0.3329,0.8559,0,16990.79,14281.24,0.0944,0
M00957,restaurants,weekly,2918,22.64,66069.4,0.00641,0.00721,42,0.1393,0.8412,0,5733.43,5259.13,0.6218,1
M00958,gaming,weekly,727,102.58,74576.42,0.01648,0.02221,64,0.3475,0.4948,0,10147.86,10907.42,1.0,1
M00959,gaming,daily,2523,102.82,259408.55,0.01837,0.0309,0,0.0809,0.5889,0,16170.3,14121.27,1.0,1
M00960,gaming,twice_weekly,2882,148.91,429150.02,0.02569,0.03838,114,0.1055,0.6664,0,53784.64,49487.16,1.0,1
M00961,gaming,daily,2368,88.94,210603.12,0.01165,0.01425,41,0.0971,1.0534,0,21793.96,15134.36,0.994,1
M00962,travel,twice_weekly,1168,350.51,409391.69,0.02129,0.02127,26,0.0969,1.0183,0,62795.05,48497.18,1.0,1
M00963,grocery,daily,2101,14.73,30947.13,0.00484,0.00587,35,0.1303,0.8338,0,5280.04,4113.04,0.3328,0
M00964,grocery,daily,1732,42.91,74318.77,0.00325,0.0035,28,0.1435,1.0132,0,4738.67,3364.14,0.0816,0
M00965,electronics,twice_weekly,1379,296.14,408380.42,0.01578,0.0134,16,0.0988,0.8687,0,56433.41,47130.72,0.999,1
M00966,gaming,twice_weekly,2218,113.09,250825.75,0.02797,0.02882,93,0.0211,0.6895,0,21703.4,19759.22,1.0,1
M00967,electronics,twice_weekly,970,216.34,209852.7,0.02034,0.03378,20,0.1027,0.721,0,13617.32,12217.43,1.0,1
M00968,fuel,daily,2127,58.95,125384.91,0.00374,0.00566,42,0.2143,0.6064,0,13975.1,12109.95,0.3311,0
M00969,digital_services,daily,2530,138.28,349843.74,0.03162,0.03765,35,0.0409,0.9165,0,30752.42,22976.99,1.0,1
M00970,fuel,weekly,1333,50.0,66655.13,0.00124,0.00107,50,0.231,0.7635,0,9760.34,9297.66,0.0286,0
M00971,retail,daily,1025,78.85,80823.28,0.00656,0.01,115,0.0813,0.8656,0,7070.96,5421.58,0.7916,1
M00972,grocery,daily,403,42.21,17009.8,0.00325,0.00456,101,0.0348,0.8405,0,2242.69,1741.24,0.1158,0
M00973,grocery,daily,3323,49.21,163510.93,0.00186,0.00318,253,0.1987,0.7081,0,12801.58,10591.69,0.072,0
M00974,healthcare,daily,963,129.33,124549.37,0.0021,0.00148,10,0.2091,0.964,0,13467.12,9815.4,0.036,0
M00975,retail,daily,672,51.92,34891.05,0.0041,0.00716,1,0.1672,0.6607,0,4725.41,3995.87,0.4689,0
M00976,digital_services,daily,1398,113.83,159140.31,0.01382,0.0208,73,0.1676,0.7649,0,16225.14,13069.69,0.9998,1
M00977,travel,weekly,863,397.25,342826.43,0.00502,0.00882,28,0.2421,0.7623,0,23996.63,22873.0,0.7409,0
M00978,retail,weekly,4339,62.93,273042.69,0.00302,0.00426,33,0.2061,0.7828,0,43528.93,41083.63,0.1707,0
M00979,gaming,weekly,1954,57.03,111439.31,0.02231,0.0393,177,0.1598,0.8855,0,17026.19,15274.12,1.0,1
M00980,fuel,daily,1410,61.22,86318.91,0.00268,0.00454,49,0.2482,0.8671,0,11622.08,8904.33,0.1295,0
M00981,electronics,daily,1320,226.05,298384.7,0.01441,0.01962,161,0.2519,0.5906,0,41089.96,35856.67,0.9999,1
M00982,restaurants,twice_weekly,1066,50.44,53766.14,0.00161,0.00265,40,0.235,0.82,0,7063.97,6043.89,0.0515,0
